assembly_code	accession	assembly_accession	assembly_name	species_code	assembly_level	biosample_accession	assembly_type	assembly_method	sequencing_technology	genome_size	chromosome_count	contig_count	n50	gc_content	reference	source_database	external_project	file_name	file_type	description
ASM_W1080_PRJEB73710	W1080		W1080 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1080.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1084_PRJEB73710	W1084		W1084 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1084.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1093_PRJEB73710	W1093		W1093 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1093.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1107_PRJEB73710	W1107		W1107 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1107.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1117_PRJEB73710	W1117		W1117 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1117.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1126_PRJEB73710	W1126		W1126 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1126.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1142_PRJEB73710	W1142		W1142 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1142.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1214_PRJEB73710	W1214		W1214 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1214.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1236_PRJEB73710	W1236		W1236 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1236.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1292_PRJEB73710	W1292		W1292 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1292.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1411	W1411		W1411 genome assembly	ORYZA_SATIVA														genome.W1411.fasta	FASTA	
ASM_W1536_PRJEB73710	W1536		W1536 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1536.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1547_PRJEB73710	W1547		W1547 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1547.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1550_PRJEB73710	W1550		W1550 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1550.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1552_PRJEB73710	W1552		W1552 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1552.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1553_PRJEB73710	W1553		W1553 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1553.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1556_PRJEB73710	W1556		W1556 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1556.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1557_PRJEB73710	W1557		W1557 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1557.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1559_PRJEB73710	W1559		W1559 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1559.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1619_PRJEB73710	W1619		W1619 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1619.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1666_PRJEB73710	W1666		W1666 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1666.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1668_PRJEB73710	W1668		W1668 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1668.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1677_PRJEB73710	W1677		W1677 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1677.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1679_PRJEB73710	W1679		W1679 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1679.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1718_PRJEB73710	W1718		W1718 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1718.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1719_PRJEB73710	W1719		W1719 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1719.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1723_PRJEB73710	W1723		W1723 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1723.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1725_PRJEB73710	W1725		W1725 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1725.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1726_PRJEB73710	W1726		W1726 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1726.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1731_PRJEB73710	W1731		W1731 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1731.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1732_PRJEB73710	W1732		W1732 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1732.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1735_PRJEB73710	W1735		W1735 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1735.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1736_PRJEB73710	W1736		W1736 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1736.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1737_PRJEB73710	W1737		W1737 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1737.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1742_PRJEB73710	W1742		W1742 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1742.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1748_PRJEB73710	W1748		W1748 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1748.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1750_PRJEB73710	W1750		W1750 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1750.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1777_PRJEB73710	W1777		W1777 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1777.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1783_PRJEB73710	W1783		W1783 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1783.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1787_PRJEB73710	W1787		W1787 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1787.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1809_PRJEB73710	W1809		W1809 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1809.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1810_PRJEB73710	W1810		W1810 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1810.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1825_PRJEB73710	W1825		W1825 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1825.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1839_PRJEB73710	W1839		W1839 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1839.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1859_PRJEB73710	W1859		W1859 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1859.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1865_PRJEB73710	W1865		W1865 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1865.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1880_PRJEB73710	W1880		W1880 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1880.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1890_PRJEB73710	W1890		W1890 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1890.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1895_PRJEB73710	W1895		W1895 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1895.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1919_PRJEB73710	W1919		W1919 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1919.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1943_PRJEB73710	W1943		W1943 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1943.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1970_PRJEB73710	W1970		W1970 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1970.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W1976_PRJEB73710	W1976		W1976 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W1976.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2005_PRJEB73710	W2005		W2005 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2005.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2014	W2014		W2014 genome assembly	ORYZA_SATIVA														genome.W2014.fasta	FASTA	
ASM_W2022_PRJEB73710	W2022		W2022 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2022.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2036_PRJEB73710	W2036		W2036 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2036.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2051_PRJEB73710	W2051		W2051 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2051.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2053_PRJEB73710	W2053		W2053 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2053.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2064_PRJEB73710	W2064		W2064 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2064.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2066_PRJEB73710	W2066		W2066 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2066.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2099_PRJEB73710	W2099		W2099 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2099.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2108_PRJEB73710	W2108		W2108 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2108.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2197_PRJEB73710	W2197		W2197 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2197.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2267_PRJEB73710	W2267		W2267 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2267.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2275_PRJEB73710	W2275		W2275 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2275.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2283_PRJEB73710	W2283		W2283 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2283.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2305_PRJEB73710	W2305		W2305 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2305.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2308_PRJEB73710	W2308		W2308 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2308.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2310_PRJEB73710	W2310		W2310 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2310.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2311_PRJEB73710	W2311		W2311 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2311.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2318_PRJEB73710	W2318		W2318 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2318.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2319_PRJEB73710	W2319		W2319 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2319.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2320_PRJEB73710	W2320		W2320 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2320.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2321_PRJEB73710	W2321		W2321 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2321.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W2332_PRJEB73710	W2332		W2332 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W2332.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3000_PRJEB73710	W3000		W3000 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3000.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3007_PRJEB73710	W3007		W3007 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3007.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3009_PRJEB73710	W3009		W3009 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3009.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3012_PRJEB73710	W3012		W3012 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3012.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3029_PRJEB73710	W3029		W3029 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3029.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3033_PRJEB73710	W3033		W3033 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3033.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3035_PRJEB73710	W3035		W3035 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3035.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3037_PRJEB73710	W3037		W3037 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3037.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3038_PRJEB73710	W3038		W3038 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3038.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3040_PRJEB73710	W3040		W3040 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3040.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3046_PRJEB73710	W3046		W3046 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3046.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3047_PRJEB73710	W3047		W3047 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3047.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3051_PRJEB73710	W3051		W3051 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3051.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3052_PRJEB73710	W3052		W3052 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3052.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3054_PRJEB73710	W3054		W3054 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3054.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3055_PRJEB73710	W3055		W3055 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3055.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3063_PRJEB73710	W3063		W3063 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3063.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3066_PRJEB73710	W3066		W3066 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3066.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3071_PRJEB73710	W3071		W3071 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3071.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3074_PRJEB73710	W3074		W3074 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3074.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3082_PRJEB73710	W3082		W3082 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3082.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3086_PRJEB73710	W3086		W3086 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3086.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3088_PRJEB73710	W3088		W3088 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3088.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3090_PRJEB73710	W3090		W3090 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3090.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3092_PRJEB73710	W3092		W3092 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3092.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W3096_PRJEB73710	W3096		W3096 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W3096.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_Wanlixian	Wanlixian		Wanlixian genome assembly	ORYZA_SATIVA														genome.Wanlixian.fasta	FASTA	
ASM_Wanshi	Wanshi		Wanshi genome assembly	ORYZA_SATIVA														genome.Wanshi.fasta	FASTA	
ASM_Weiguo	Weiguo		Weiguo genome assembly	ORYZA_SATIVA														genome.Weiguo.fasta	FASTA	
ASM_Wenxiangnuo	Wenxiangnuo		Wenxiangnuo genome assembly	ORYZA_SATIVA														genome.Wenxiangnuo.fasta	FASTA	
ASM_wild111	wild111		wild111 genome assembly	ORYZA_SATIVA														genome.wild111.fasta	FASTA	
ASM_wild12	wild12		wild12 genome assembly	ORYZA_SATIVA														genome.wild12.fasta	FASTA	
ASM_wild131	wild131		wild131 genome assembly	ORYZA_SATIVA														genome.wild131.fasta	FASTA	
ASM_wild219	wild219		wild219 genome assembly	ORYZA_SATIVA														genome.wild219.fasta	FASTA	
ASM_wild273	wild273		wild273 genome assembly	ORYZA_SATIVA														genome.wild273.fasta	FASTA	
ASM_wild65	wild65		wild65 genome assembly	ORYZA_SATIVA														genome.wild65.fasta	FASTA	
ASM_WSSM	WSSM		WSSM genome assembly	ORYZA_SATIVA														genome.WSSM.fasta	FASTA	
ASM_Wuziluosi 215	Wuziluosi 215		Wuziluosi 215 genome assembly	ORYZA_SATIVA														genome.Wuziluosi 215.fasta	FASTA	
ASM_WW8	WW8		WW8 genome assembly	ORYZA_SATIVA														genome.WW8.fasta	FASTA	
ASM_WYG3	WYG3		WYG3 genome assembly	ORYZA_SATIVA														genome.WYG3.fasta	FASTA	
ASM_WYJ3	WYJ3		WYJ3 genome assembly	ORYZA_SATIVA														genome.WYJ3.fasta	FASTA	
ASM_WYJ7	WYJ7		WYJ7 genome assembly	ORYZA_SATIVA														genome.WYJ7.fasta	FASTA	
ASM_Xiangai B	Xiangai B		Xiangai B genome assembly	ORYZA_SATIVA														genome.Xiangai B.fasta	FASTA	
ASM_Xiangaizao 10hao	Xiangaizao 10hao		Xiangaizao 10hao genome assembly	ORYZA_SATIVA														genome.Xiangaizao 10hao.fasta	FASTA	
ASM_Xiangdao	Xiangdao		Xiangdao genome assembly	ORYZA_SATIVA														genome.Xiangdao.fasta	FASTA	
ASM_Xianggu	Xianggu		Xianggu genome assembly	ORYZA_SATIVA														genome.Xianggu.fasta	FASTA	
ASM_Xiangwanxian 3	Xiangwanxian 3		Xiangwanxian 3 genome assembly	ORYZA_SATIVA														genome.Xiangwanxian 3.fasta	FASTA	
ASM_Xiangzaoxian 7	Xiangzaoxian 7		Xiangzaoxian 7 genome assembly	ORYZA_SATIVA														genome.Xiangzaoxian 7.fasta	FASTA	
ASM_Xianluosichi	Xianluosichi		Xianluosichi genome assembly	ORYZA_SATIVA														genome.Xianluosichi.fasta	FASTA	
ASM_Xiaobaimi	Xiaobaimi		Xiaobaimi genome assembly	ORYZA_SATIVA														genome.Xiaobaimi.fasta	FASTA	
ASM_Xiaohonggu	Xiaohonggu		Xiaohonggu genome assembly	ORYZA_SATIVA														genome.Xiaohonggu.fasta	FASTA	
ASM_Xishi 15	Xishi 15		Xishi 15 genome assembly	ORYZA_SATIVA														genome.Xishi 15.fasta	FASTA	
ASM_XL628S	XL628S		XL628S genome assembly	ORYZA_SATIVA														genome.XL628S.fasta	FASTA	
ASM_XS134	XS134		XS134 genome assembly	ORYZA_SATIVA														genome.XS134.fasta	FASTA	
ASM_Xuanenchangtanqingzhan	Xuanenchangtanqingzhan		Xuanenchangtanqingzhan genome assembly	ORYZA_SATIVA														genome.Xuanenchangtanqingzhan.fasta	FASTA	
ASM_Xugunuo	Xugunuo		Xugunuo genome assembly	ORYZA_SATIVA														genome.Xugunuo.fasta	FASTA	
ASM_XYXZ	XYXZ		XYXZ genome assembly	ORYZA_SATIVA														genome.XYXZ.fasta	FASTA	
ASM_Y3551	Y3551		Y3551 genome assembly	ORYZA_SATIVA														genome.Y3551.fasta	FASTA	
ASM_Y4B	Y4B		Y4B genome assembly	ORYZA_SATIVA														genome.Y4B.fasta	FASTA	
ASM_Y58S	Y58S		Y58S genome assembly	ORYZA_SATIVA														genome.Y58S.fasta	FASTA	
ASM_Yangkenuo	Yangkenuo		Yangkenuo genome assembly	ORYZA_SATIVA														genome.Yangkenuo.fasta	FASTA	
ASM_Yanshuichi	Yanshuichi		Yanshuichi genome assembly	ORYZA_SATIVA														genome.Yanshuichi.fasta	FASTA	
ASM_YCW03	YCW03		YCW03 genome assembly	ORYZA_SATIVA														genome.YCW03.fasta	FASTA	
ASM_Yelicanghua	Yelicanghua		Yelicanghua genome assembly	ORYZA_SATIVA														genome.Yelicanghua.fasta	FASTA	
ASM_YF47	YF47		YF47 genome assembly	ORYZA_SATIVA														genome.YF47.fasta	FASTA	
ASM_Yikong	Yikong		Yikong genome assembly	ORYZA_SATIVA														genome.Yikong.fasta	FASTA	
ASM_YJSM	YJSM		YJSM genome assembly	ORYZA_SATIVA														genome.YJSM.fasta	FASTA	
ASM_Younian	Younian		Younian genome assembly	ORYZA_SATIVA														genome.Younian.fasta	FASTA	
