sample_code	sample_name	species_code	accession	tissue	treatment	replicate	data_type	description	experiment_accession	biosample_accession	run_count	run_accessions	ena_study	instrument_platform	instrument_model
ERX12707315	W0573_seedling	ORYZA_RUFIPOGON	W0573	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396743; ENA_sample=ERS18417324; Experiment=ERX12707315; Run=ERR13336349; source=ENA PRJEB73710	ERX12707315	SAMEA115396743	1	ERR13336349	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707455	W0573_leaf	ORYZA_RUFIPOGON	W0573	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396743; ENA_sample=ERS18417324; Experiment=ERX12707455; Run=ERR13336489; source=ENA PRJEB73710	ERX12707455	SAMEA115396743	1	ERR13336489	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707604	W0573_root	ORYZA_RUFIPOGON	W0573	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396743; ENA_sample=ERS18417324; Experiment=ERX12707604; Run=ERR13336638; source=ENA PRJEB73710	ERX12707604	SAMEA115396743	1	ERR13336638	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707193	W0590_fringe	ORYZA_RUFIPOGON	W0590	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396744; ENA_sample=ERS18417325; Experiment=ERX12707193; Run=ERR13336227; source=ENA PRJEB73710	ERX12707193	SAMEA115396744	1	ERR13336227	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707316	W0590_seedling	ORYZA_RUFIPOGON	W0590	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396744; ENA_sample=ERS18417325; Experiment=ERX12707316; Run=ERR13336350; source=ENA PRJEB73710	ERX12707316	SAMEA115396744	1	ERR13336350	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707456	W0590_leaf	ORYZA_RUFIPOGON	W0590	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396744; ENA_sample=ERS18417325; Experiment=ERX12707456; Run=ERR13336490; source=ENA PRJEB73710	ERX12707456	SAMEA115396744	1	ERR13336490	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707605	W0590_root	ORYZA_RUFIPOGON	W0590	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396744; ENA_sample=ERS18417325; Experiment=ERX12707605; Run=ERR13336639; source=ENA PRJEB73710	ERX12707605	SAMEA115396744	1	ERR13336639	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707194	W0594_fringe	ORYZA_RUFIPOGON	W0594	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396745; ENA_sample=ERS18417326; Experiment=ERX12707194; Run=ERR13336228; source=ENA PRJEB73710	ERX12707194	SAMEA115396745	1	ERR13336228	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707317	W0594_seedling	ORYZA_RUFIPOGON	W0594	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396745; ENA_sample=ERS18417326; Experiment=ERX12707317; Run=ERR13336351; source=ENA PRJEB73710	ERX12707317	SAMEA115396745	1	ERR13336351	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707457	W0594_leaf	ORYZA_RUFIPOGON	W0594	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396745; ENA_sample=ERS18417326; Experiment=ERX12707457; Run=ERR13336491; source=ENA PRJEB73710	ERX12707457	SAMEA115396745	1	ERR13336491	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707606	W0594_root	ORYZA_RUFIPOGON	W0594	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396745; ENA_sample=ERS18417326; Experiment=ERX12707606; Run=ERR13336640; source=ENA PRJEB73710	ERX12707606	SAMEA115396745	1	ERR13336640	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707195	W0596_fringe	ORYZA_RUFIPOGON	W0596	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396746; ENA_sample=ERS18417327; Experiment=ERX12707195; Run=ERR13336229; source=ENA PRJEB73710	ERX12707195	SAMEA115396746	1	ERR13336229	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707318	W0596_seedling	ORYZA_RUFIPOGON	W0596	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396746; ENA_sample=ERS18417327; Experiment=ERX12707318; Run=ERR13336352; source=ENA PRJEB73710	ERX12707318	SAMEA115396746	1	ERR13336352	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707458	W0596_leaf	ORYZA_RUFIPOGON	W0596	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396746; ENA_sample=ERS18417327; Experiment=ERX12707458; Run=ERR13336492; source=ENA PRJEB73710	ERX12707458	SAMEA115396746	1	ERR13336492	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707607	W0596_root	ORYZA_RUFIPOGON	W0596	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396746; ENA_sample=ERS18417327; Experiment=ERX12707607; Run=ERR13336641; source=ENA PRJEB73710	ERX12707607	SAMEA115396746	1	ERR13336641	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707196	W0600_fringe	ORYZA_RUFIPOGON	W0600	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396747; ENA_sample=ERS18417328; Experiment=ERX12707196; Run=ERR13336230; source=ENA PRJEB73710	ERX12707196	SAMEA115396747	1	ERR13336230	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707319	W0600_seedling	ORYZA_RUFIPOGON	W0600	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396747; ENA_sample=ERS18417328; Experiment=ERX12707319; Run=ERR13336353; source=ENA PRJEB73710	ERX12707319	SAMEA115396747	1	ERR13336353	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707459	W0600_leaf	ORYZA_RUFIPOGON	W0600	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396747; ENA_sample=ERS18417328; Experiment=ERX12707459; Run=ERR13336493; source=ENA PRJEB73710	ERX12707459	SAMEA115396747	1	ERR13336493	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707608	W0600_root	ORYZA_RUFIPOGON	W0600	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396747; ENA_sample=ERS18417328; Experiment=ERX12707608; Run=ERR13336642; source=ENA PRJEB73710	ERX12707608	SAMEA115396747	1	ERR13336642	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707197	W0627_fringe	ORYZA_RUFIPOGON	W0627	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396748; ENA_sample=ERS18417329; Experiment=ERX12707197; Run=ERR13336231; source=ENA PRJEB73710	ERX12707197	SAMEA115396748	1	ERR13336231	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707320	W0627_seedling	ORYZA_RUFIPOGON	W0627	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396748; ENA_sample=ERS18417329; Experiment=ERX12707320; Run=ERR13336354; source=ENA PRJEB73710	ERX12707320	SAMEA115396748	1	ERR13336354	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707460	W0627_leaf	ORYZA_RUFIPOGON	W0627	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396748; ENA_sample=ERS18417329; Experiment=ERX12707460; Run=ERR13336494; source=ENA PRJEB73710	ERX12707460	SAMEA115396748	1	ERR13336494	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707609	W0627_root	ORYZA_RUFIPOGON	W0627	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396748; ENA_sample=ERS18417329; Experiment=ERX12707609; Run=ERR13336643; source=ENA PRJEB73710	ERX12707609	SAMEA115396748	1	ERR13336643	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707321	W0630_seedling	ORYZA_RUFIPOGON	W0630	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396749; ENA_sample=ERS18417330; Experiment=ERX12707321; Run=ERR13336355; source=ENA PRJEB73710	ERX12707321	SAMEA115396749	1	ERR13336355	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707461	W0630_leaf	ORYZA_RUFIPOGON	W0630	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396749; ENA_sample=ERS18417330; Experiment=ERX12707461; Run=ERR13336495; source=ENA PRJEB73710	ERX12707461	SAMEA115396749	1	ERR13336495	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707610	W0630_root	ORYZA_RUFIPOGON	W0630	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396749; ENA_sample=ERS18417330; Experiment=ERX12707610; Run=ERR13336644; source=ENA PRJEB73710	ERX12707610	SAMEA115396749	1	ERR13336644	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707322	W0632_seedling	ORYZA_RUFIPOGON	W0632	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396750; ENA_sample=ERS18417331; Experiment=ERX12707322; Run=ERR13336356; source=ENA PRJEB73710	ERX12707322	SAMEA115396750	1	ERR13336356	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707462	W0632_leaf	ORYZA_RUFIPOGON	W0632	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396750; ENA_sample=ERS18417331; Experiment=ERX12707462; Run=ERR13336496; source=ENA PRJEB73710	ERX12707462	SAMEA115396750	1	ERR13336496	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707611	W0632_root	ORYZA_RUFIPOGON	W0632	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396750; ENA_sample=ERS18417331; Experiment=ERX12707611; Run=ERR13336645; source=ENA PRJEB73710	ERX12707611	SAMEA115396750	1	ERR13336645	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707198	W0634_fringe	ORYZA_RUFIPOGON	W0634	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396751; ENA_sample=ERS18417332; Experiment=ERX12707198; Run=ERR13336232; source=ENA PRJEB73710	ERX12707198	SAMEA115396751	1	ERR13336232	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707323	W0634_seedling	ORYZA_RUFIPOGON	W0634	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396751; ENA_sample=ERS18417332; Experiment=ERX12707323; Run=ERR13336357; source=ENA PRJEB73710	ERX12707323	SAMEA115396751	1	ERR13336357	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707463	W0634_leaf	ORYZA_RUFIPOGON	W0634	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396751; ENA_sample=ERS18417332; Experiment=ERX12707463; Run=ERR13336497; source=ENA PRJEB73710	ERX12707463	SAMEA115396751	1	ERR13336497	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707612	W0634_root	ORYZA_RUFIPOGON	W0634	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396751; ENA_sample=ERS18417332; Experiment=ERX12707612; Run=ERR13336646; source=ENA PRJEB73710	ERX12707612	SAMEA115396751	1	ERR13336646	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707324	W0639_seedling	ORYZA_RUFIPOGON	W0639	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396752; ENA_sample=ERS18417333; Experiment=ERX12707324; Run=ERR13336358; source=ENA PRJEB73710	ERX12707324	SAMEA115396752	1	ERR13336358	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707464	W0639_leaf	ORYZA_RUFIPOGON	W0639	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396752; ENA_sample=ERS18417333; Experiment=ERX12707464; Run=ERR13336498; source=ENA PRJEB73710	ERX12707464	SAMEA115396752	1	ERR13336498	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707613	W0639_root	ORYZA_RUFIPOGON	W0639	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396752; ENA_sample=ERS18417333; Experiment=ERX12707613; Run=ERR13336647; source=ENA PRJEB73710	ERX12707613	SAMEA115396752	1	ERR13336647	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707199	W1080_fringe	ORYZA_RUFIPOGON	W1080	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396753; ENA_sample=ERS18417334; Experiment=ERX12707199; Run=ERR13336233; source=ENA PRJEB73710	ERX12707199	SAMEA115396753	1	ERR13336233	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707325	W1080_seedling	ORYZA_RUFIPOGON	W1080	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396753; ENA_sample=ERS18417334; Experiment=ERX12707325; Run=ERR13336359; source=ENA PRJEB73710	ERX12707325	SAMEA115396753	1	ERR13336359	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707465	W1080_leaf	ORYZA_RUFIPOGON	W1080	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396753; ENA_sample=ERS18417334; Experiment=ERX12707465; Run=ERR13336499; source=ENA PRJEB73710	ERX12707465	SAMEA115396753	1	ERR13336499	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707614	W1080_root	ORYZA_RUFIPOGON	W1080	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396753; ENA_sample=ERS18417334; Experiment=ERX12707614; Run=ERR13336648; source=ENA PRJEB73710	ERX12707614	SAMEA115396753	1	ERR13336648	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707200	W1084_fringe	ORYZA_RUFIPOGON	W1084	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396754; ENA_sample=ERS18417335; Experiment=ERX12707200; Run=ERR13336234; source=ENA PRJEB73710	ERX12707200	SAMEA115396754	1	ERR13336234	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707326	W1084_seedling	ORYZA_RUFIPOGON	W1084	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396754; ENA_sample=ERS18417335; Experiment=ERX12707326; Run=ERR13336360; source=ENA PRJEB73710	ERX12707326	SAMEA115396754	1	ERR13336360	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707466	W1084_leaf	ORYZA_RUFIPOGON	W1084	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396754; ENA_sample=ERS18417335; Experiment=ERX12707466; Run=ERR13336500; source=ENA PRJEB73710	ERX12707466	SAMEA115396754	1	ERR13336500	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707615	W1084_root	ORYZA_RUFIPOGON	W1084	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396754; ENA_sample=ERS18417335; Experiment=ERX12707615; Run=ERR13336649; source=ENA PRJEB73710	ERX12707615	SAMEA115396754	1	ERR13336649	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707201	W1093_fringe	ORYZA_RUFIPOGON	W1093	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396755; ENA_sample=ERS18417336; Experiment=ERX12707201; Run=ERR13336235; source=ENA PRJEB73710	ERX12707201	SAMEA115396755	1	ERR13336235	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707327	W1093_seedling	ORYZA_RUFIPOGON	W1093	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396755; ENA_sample=ERS18417336; Experiment=ERX12707327; Run=ERR13336361; source=ENA PRJEB73710	ERX12707327	SAMEA115396755	1	ERR13336361	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707467	W1093_leaf	ORYZA_RUFIPOGON	W1093	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396755; ENA_sample=ERS18417336; Experiment=ERX12707467; Run=ERR13336501; source=ENA PRJEB73710	ERX12707467	SAMEA115396755	1	ERR13336501	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707616	W1093_root	ORYZA_RUFIPOGON	W1093	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396755; ENA_sample=ERS18417336; Experiment=ERX12707616; Run=ERR13336650; source=ENA PRJEB73710	ERX12707616	SAMEA115396755	1	ERR13336650	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707202	W1107_fringe	ORYZA_RUFIPOGON	W1107	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396756; ENA_sample=ERS18417337; Experiment=ERX12707202; Run=ERR13336236; source=ENA PRJEB73710	ERX12707202	SAMEA115396756	1	ERR13336236	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707328	W1107_seedling	ORYZA_RUFIPOGON	W1107	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396756; ENA_sample=ERS18417337; Experiment=ERX12707328; Run=ERR13336362; source=ENA PRJEB73710	ERX12707328	SAMEA115396756	1	ERR13336362	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707468	W1107_leaf	ORYZA_RUFIPOGON	W1107	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396756; ENA_sample=ERS18417337; Experiment=ERX12707468; Run=ERR13336502; source=ENA PRJEB73710	ERX12707468	SAMEA115396756	1	ERR13336502	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707329	W1117_seedling	ORYZA_RUFIPOGON	W1117	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396757; ENA_sample=ERS18417338; Experiment=ERX12707329; Run=ERR13336363; source=ENA PRJEB73710	ERX12707329	SAMEA115396757	1	ERR13336363	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707469	W1117_leaf	ORYZA_RUFIPOGON	W1117	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396757; ENA_sample=ERS18417338; Experiment=ERX12707469; Run=ERR13336503; source=ENA PRJEB73710	ERX12707469	SAMEA115396757	1	ERR13336503	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707617	W1117_root	ORYZA_RUFIPOGON	W1117	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396757; ENA_sample=ERS18417338; Experiment=ERX12707617; Run=ERR13336651; source=ENA PRJEB73710	ERX12707617	SAMEA115396757	1	ERR13336651	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707203	W1126_fringe	ORYZA_RUFIPOGON	W1126	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396758; ENA_sample=ERS18417339; Experiment=ERX12707203; Run=ERR13336237; source=ENA PRJEB73710	ERX12707203	SAMEA115396758	1	ERR13336237	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707330	W1126_seedling	ORYZA_RUFIPOGON	W1126	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396758; ENA_sample=ERS18417339; Experiment=ERX12707330; Run=ERR13336364; source=ENA PRJEB73710	ERX12707330	SAMEA115396758	1	ERR13336364	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707470	W1126_leaf	ORYZA_RUFIPOGON	W1126	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396758; ENA_sample=ERS18417339; Experiment=ERX12707470; Run=ERR13336504; source=ENA PRJEB73710	ERX12707470	SAMEA115396758	1	ERR13336504	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707618	W1126_root	ORYZA_RUFIPOGON	W1126	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396758; ENA_sample=ERS18417339; Experiment=ERX12707618; Run=ERR13336652; source=ENA PRJEB73710	ERX12707618	SAMEA115396758	1	ERR13336652	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707331	W1142_seedling	ORYZA_RUFIPOGON	W1142	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396759; ENA_sample=ERS18417340; Experiment=ERX12707331; Run=ERR13336365; source=ENA PRJEB73710	ERX12707331	SAMEA115396759	1	ERR13336365	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707471	W1142_leaf	ORYZA_RUFIPOGON	W1142	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396759; ENA_sample=ERS18417340; Experiment=ERX12707471; Run=ERR13336505; source=ENA PRJEB73710	ERX12707471	SAMEA115396759	1	ERR13336505	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707332	W1214_seedling	ORYZA_RUFIPOGON	W1214	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396760; ENA_sample=ERS18417341; Experiment=ERX12707332; Run=ERR13336366; source=ENA PRJEB73710	ERX12707332	SAMEA115396760	1	ERR13336366	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707472	W1214_leaf	ORYZA_RUFIPOGON	W1214	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396760; ENA_sample=ERS18417341; Experiment=ERX12707472; Run=ERR13336506; source=ENA PRJEB73710	ERX12707472	SAMEA115396760	1	ERR13336506	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707619	W1214_root	ORYZA_RUFIPOGON	W1214	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396760; ENA_sample=ERS18417341; Experiment=ERX12707619; Run=ERR13336653; source=ENA PRJEB73710	ERX12707619	SAMEA115396760	1	ERR13336653	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707204	W1236_fringe	ORYZA_RUFIPOGON	W1236	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396761; ENA_sample=ERS18417342; Experiment=ERX12707204; Run=ERR13336238; source=ENA PRJEB73710	ERX12707204	SAMEA115396761	1	ERR13336238	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707333	W1236_seedling	ORYZA_RUFIPOGON	W1236	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396761; ENA_sample=ERS18417342; Experiment=ERX12707333; Run=ERR13336367; source=ENA PRJEB73710	ERX12707333	SAMEA115396761	1	ERR13336367	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707473	W1236_leaf	ORYZA_RUFIPOGON	W1236	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396761; ENA_sample=ERS18417342; Experiment=ERX12707473; Run=ERR13336507; source=ENA PRJEB73710	ERX12707473	SAMEA115396761	1	ERR13336507	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707620	W1236_root	ORYZA_RUFIPOGON	W1236	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396761; ENA_sample=ERS18417342; Experiment=ERX12707620; Run=ERR13336654; source=ENA PRJEB73710	ERX12707620	SAMEA115396761	1	ERR13336654	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707205	W1292_fringe	ORYZA_RUFIPOGON	W1292	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396762; ENA_sample=ERS18417343; Experiment=ERX12707205; Run=ERR13336239; source=ENA PRJEB73710	ERX12707205	SAMEA115396762	1	ERR13336239	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707334	W1292_seedling	ORYZA_RUFIPOGON	W1292	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396762; ENA_sample=ERS18417343; Experiment=ERX12707334; Run=ERR13336368; source=ENA PRJEB73710	ERX12707334	SAMEA115396762	1	ERR13336368	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707474	W1292_leaf	ORYZA_RUFIPOGON	W1292	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396762; ENA_sample=ERS18417343; Experiment=ERX12707474; Run=ERR13336508; source=ENA PRJEB73710	ERX12707474	SAMEA115396762	1	ERR13336508	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707621	W1292_root	ORYZA_RUFIPOGON	W1292	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396762; ENA_sample=ERS18417343; Experiment=ERX12707621; Run=ERR13336655; source=ENA PRJEB73710	ERX12707621	SAMEA115396762	1	ERR13336655	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707335	W1536_seedling	ORYZA_RUFIPOGON	W1536	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396763; ENA_sample=ERS18417344; Experiment=ERX12707335; Run=ERR13336369; source=ENA PRJEB73710	ERX12707335	SAMEA115396763	1	ERR13336369	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707475	W1536_leaf	ORYZA_RUFIPOGON	W1536	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396763; ENA_sample=ERS18417344; Experiment=ERX12707475; Run=ERR13336509; source=ENA PRJEB73710	ERX12707475	SAMEA115396763	1	ERR13336509	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707622	W1536_root	ORYZA_RUFIPOGON	W1536	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396763; ENA_sample=ERS18417344; Experiment=ERX12707622; Run=ERR13336656; source=ENA PRJEB73710	ERX12707622	SAMEA115396763	1	ERR13336656	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707206	W1547_fringe	ORYZA_RUFIPOGON	W1547	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396764; ENA_sample=ERS18417345; Experiment=ERX12707206; Run=ERR13336240; source=ENA PRJEB73710	ERX12707206	SAMEA115396764	1	ERR13336240	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707336	W1547_seedling	ORYZA_RUFIPOGON	W1547	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396764; ENA_sample=ERS18417345; Experiment=ERX12707336; Run=ERR13336370; source=ENA PRJEB73710	ERX12707336	SAMEA115396764	1	ERR13336370	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707476	W1547_leaf	ORYZA_RUFIPOGON	W1547	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396764; ENA_sample=ERS18417345; Experiment=ERX12707476; Run=ERR13336510; source=ENA PRJEB73710	ERX12707476	SAMEA115396764	1	ERR13336510	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707623	W1547_root	ORYZA_RUFIPOGON	W1547	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396764; ENA_sample=ERS18417345; Experiment=ERX12707623; Run=ERR13336657; source=ENA PRJEB73710	ERX12707623	SAMEA115396764	1	ERR13336657	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707207	W1550_fringe	ORYZA_RUFIPOGON	W1550	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396765; ENA_sample=ERS18417346; Experiment=ERX12707207; Run=ERR13336241; source=ENA PRJEB73710	ERX12707207	SAMEA115396765	1	ERR13336241	ERP158450	ILLUMINA	Illumina HiSeq 4000
