run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	sample_alias	sample_title	experiment_accession	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	instrument_platform	instrument_model	fastq_ftp	fastq_md5	submitted_ftp	submitted_md5
ERR13336293	PRJEB73710	ERP158450	SAMEA115396827	ERS18417408	Wild rice W2321	W2321 HiFi whole-genome sequencing	ERX12707259	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336293/ERR13336293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336293/ERR13336293_2.fastq.gz	cad141864a6a866b9a5136308a51bd69;bfd8ffffe5e4750e36b22a5857f3ad43	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336293/W2321_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336293/W2321_fringe_clean_2.fastq.gz	dabaf278a75f2fff54cbef717a94419d;a819a7ef09539ec4bf3a633e47dde55b
ERR13336295	PRJEB73710	ERP158450	SAMEA115396830	ERS18417411	Wild rice W3007	W3007 ONT whole-genome sequencing	ERX12707261	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13336295/ERR13336295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13336295/ERR13336295_2.fastq.gz	288646e1a8093b912a0c348cdbd10496;cdb449c63eed6c6cb4060bff07396aea	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336295/W3007_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336295/W3007_fringe_clean_2.fastq.gz	88447f72fa5d636becf65b65ff0db20b;7c650d8683235fcda4e3e80720bbf9a3
ERR13336297	PRJEB73710	ERP158450	SAMEA115396832	ERS18417413	Wild rice W3012	W3012 HiFi whole-genome sequencing	ERX12707263	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13336297/ERR13336297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13336297/ERR13336297_2.fastq.gz	a9c76411a59c68feb72afb8648128fbd;bac2811243bdbf3eb906eed78854687e	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336297/W3012_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336297/W3012_fringe_clean_2.fastq.gz	efc315a2ed267bfabd97ca7d28d727d9;868b1af64defa349aeb7c07964912238
ERR13336309	PRJEB73710	ERP158450	SAMEA115396847	ERS18417428	Wild rice W3071	W3071 HiFi whole-genome sequencing	ERX12707275	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR13336309/ERR13336309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/009/ERR13336309/ERR13336309_2.fastq.gz	5cf50e9ead7f865924be5688df23993c;37b4bb115f5ea52e56f35ea82629e67a	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336309/W3071_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336309/W3071_fringe_clean_2.fastq.gz	a06e5752ccafb4d00b1ee9008bf9e48b;839809c1c51844c071d2e06683656578
ERR13336311	PRJEB73710	ERP158450	SAMEA115396851	ERS18417432	Wild rice W3088	W3088 HiFi whole-genome sequencing	ERX12707277	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13336311/ERR13336311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13336311/ERR13336311_2.fastq.gz	935002606ba352d7477740b0cddae9b7;0bd84e98eeb435660ef5d014e3a6c726	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336311/W3088_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336311/W3088_fringe_clean_2.fastq.gz	3b64d2ab683028695cb6659dc02a36cd;63e4cdab2537967c2a8360de46bef878
ERR13336312	PRJEB73710	ERP158450	SAMEA115396854	ERS18417435	Wild rice W3096	W3096 HiFi whole-genome sequencing	ERX12707278	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/012/ERR13336312/ERR13336312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/012/ERR13336312/ERR13336312_2.fastq.gz	71ae9c5b67fce54cd9832f3de6843e51;45b4e3acdb6210f5d501ec23c5c84d58	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336312/W3096_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336312/W3096_fringe_clean_2.fastq.gz	6469c6c9ca3a36b82aa58af82afbd0e0;d2eba48dcfd8e32c202f4403a41f94dc
ERR13336314	PRJEB73710	ERP158450	SAMEA115396709	ERS18417290	Rice Gla4	Gla4 HiFi whole-genome sequencing	ERX12707280	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/014/ERR13336314/ERR13336314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/014/ERR13336314/ERR13336314_2.fastq.gz	92f4f86312af1bb2522e7008ca1266ac;52bdb6f9383599549fce34d184334612	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336314/Gla4_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336314/Gla4_seedling_clean_2.fastq.gz	93d9128639dbc4ff1302a3baf8b1c251;cb4cfbcf92e906a4d35dc3e67a76af4d
ERR13336320	PRJEB73710	ERP158450	SAMEA115396715	ERS18417296	Rice GP524	GP524 HiFi whole-genome sequencing	ERX12707286	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336320/ERR13336320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336320/ERR13336320_2.fastq.gz	783a4ecd6b009867d3ee3534c4370a35;438a1f3aa88c507a264c98ef32329be9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336320/GP524_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336320/GP524_seedling_clean_2.fastq.gz	1ff457278326566062400c7365c83865;ab94709423c05962f63a794988f3caba
ERR13336321	PRJEB73710	ERP158450	SAMEA115396716	ERS18417297	Rice GP543	GP543 ONT whole-genome sequencing	ERX12707287	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336321/ERR13336321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336321/ERR13336321_2.fastq.gz	04dd40d7e503cecd77a3759b0596658d;c2a1c5727f583519bff5de8b214c1114	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336321/GP543_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336321/GP543_seedling_clean_2.fastq.gz	004a323f4f313841247e95f86c032dbe;5744cacfb87921054ba6fc7ed4b69022
ERR13336322	PRJEB73710	ERP158450	SAMEA115396717	ERS18417298	Rice GP58	GP58 HiFi whole-genome sequencing	ERX12707288	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/022/ERR13336322/ERR13336322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/022/ERR13336322/ERR13336322_2.fastq.gz	671170bcd32070a4f8d6789da4963f41;7688e04f06d6d1f8b3b8f8b66ec714f3	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336322/GP58_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336322/GP58_seedling_clean_2.fastq.gz	e523d01cadab91560b30cd700d1f764d;378410f25a0a7e4c0603abe320371517
ERR13336323	PRJEB73710	ERP158450	SAMEA115396718	ERS18417299	Rice GP622	GP622 ONT whole-genome sequencing	ERX12707289	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13336323/ERR13336323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13336323/ERR13336323_2.fastq.gz	84834dc71ef2e16e7f3bc1c4ebfea52d;31a3512d52af3ffa64265c6b4e385ce7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336323/GP622_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336323/GP622_seedling_clean_2.fastq.gz	ed1e6299525c2b291fe021a832214c09;0c4ee2345c539d6e898919e46626428d
ERR13336328	PRJEB73710	ERP158450	SAMEA115396723	ERS18417304	Rice Nipponbare	Nipponbare HiFi whole-genome sequencing	ERX12707294	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13336328/ERR13336328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13336328/ERR13336328_2.fastq.gz	71121d2d55a21ca6bedb3880eb8ff793;1bd1fe4d8ee9410ed513954f213dd6e4	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336328/Nip_hifi_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336328/Nip_hifi_seedling_clean_2.fastq.gz	3e66015884dc9430055125a75788d7d5;830cea3afe0e28cb9cae53576cd5a512
ERR13336330	PRJEB73710	ERP158450	SAMEA115396803	ERS18417384	Rice OM1952	OM1952 ONT whole-genome sequencing	ERX12707296	Oryza meridionalis		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/030/ERR13336330/ERR13336330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/030/ERR13336330/ERR13336330_2.fastq.gz	ba3686377ee83e44f2e3490b600a11b9;8ef4313743973fffd056edb964400e59	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336330/OM1952_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336330/OM1952_seedling_clean_2.fastq.gz	0e2de15893f70760ad2d5c6a20a516a8;cab1e27a1b5cc2720fb9cc91937bf9a1
ERR13336331	PRJEB73710	ERP158450	SAMEA115396724	ERS18417305	Wild rice W0103	W0103 HiFi whole-genome sequencing	ERX12707297	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/031/ERR13336331/ERR13336331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/031/ERR13336331/ERR13336331_2.fastq.gz	a81be80a840a0d3c5c8fff407d5df50c;d1b52d3d2b28add086f172168315e751	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336331/W0103_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336331/W0103_seedling_clean_2.fastq.gz	c30455747556200b1bf7f5eec4220d88;955e372ad4ff7a96f0d56f84a0828430
ERR13336336	PRJEB73710	ERP158450	SAMEA115396729	ERS18417310	Wild rice W0136	W0136 HiFi whole-genome sequencing	ERX12707302	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336336/ERR13336336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336336/ERR13336336_2.fastq.gz	c1c895d5c718d8790dc5458768ecb6df;1751a7dbd808b3db68a674ec4209f73f	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336336/W0136_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336336/W0136_seedling_clean_2.fastq.gz	9d0ea97810becd787cd035db14b57ca8;be11ed0425950f8fc9534a37f302c3e9
ERR13336342	PRJEB73710	ERP158450	SAMEA115396736	ERS18417317	Wild rice W0164	W0164 HiFi whole-genome sequencing	ERX12707308	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336342/ERR13336342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336342/ERR13336342_2.fastq.gz	0fdcd318f7ff69eb26f396b291c3255e;06c40175a7c8cca7beeb8091a803ebc9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336342/W0164_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336342/W0164_seedling_clean_2.fastq.gz	0d125746d4d38dc5bd91cefe220bab4e;c46fdd8bda2e72dc2ed3597d9a44b967
ERR13336343	PRJEB73710	ERP158450	SAMEA115396737	ERS18417318	Wild rice W0166	W0166 HiFi whole-genome sequencing	ERX12707309	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/043/ERR13336343/ERR13336343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/043/ERR13336343/ERR13336343_2.fastq.gz	f63d5e7ce45658da5f75f5dd1cf1c3f1;05a57912890a21d21e87826aa93e2af6	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336343/W0166_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336343/W0166_seedling_clean_2.fastq.gz	8c5046f149e3f98c6bea8676d6d9b212;fe4b5562fdd284c9f72521d4dd9cc815
ERR13336345	PRJEB73710	ERP158450	SAMEA115396739	ERS18417320	Wild rice W0171	W0171 HiFi whole-genome sequencing	ERX12707311	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/045/ERR13336345/ERR13336345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/045/ERR13336345/ERR13336345_2.fastq.gz	5848c196b3569ced44d676d4f912b2dd;ceaa86ebc3f5ddc9c70b922febcc8295	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336345/W0171_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336345/W0171_seedling_clean_2.fastq.gz	665e778a21a2d73d743da3d237194834;9da081bca7bb95075ded66ffc945fc5a
ERR13336346	PRJEB73710	ERP158450	SAMEA115396740	ERS18417321	Wild rice W0179	W0179 HiFi whole-genome sequencing	ERX12707312	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336346/ERR13336346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336346/ERR13336346_2.fastq.gz	633714b78503034c21269047facac7fc;9e6f293417285df1913faa11d799e88a	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336346/W0179_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336346/W0179_seedling_clean_2.fastq.gz	fb6d1f723a23a8320087128fa0140e5e;e0c90d8cccd05c75d87a7a0f797b9af4
ERR13336349	PRJEB73710	ERP158450	SAMEA115396743	ERS18417324	Wild rice W0573	W0573 HiFi whole-genome sequencing	ERX12707315	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336349/ERR13336349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336349/ERR13336349_2.fastq.gz	6dbf3c91bd52c274e4478b526e4822f7;40dbb743f8b979527a442f15e0910ca2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336349/W0573_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336349/W0573_seedling_clean_2.fastq.gz	c92f1f810a7a2c254c4ebdddc8467d2c;7af6f825e3bfdf359b64a93cdad8c85f
ERR13336353	PRJEB73710	ERP158450	SAMEA115396747	ERS18417328	Wild rice W0600	W0600 HiFi whole-genome sequencing	ERX12707319	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/053/ERR13336353/ERR13336353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/053/ERR13336353/ERR13336353_2.fastq.gz	9759e71a7be938b34fb0442df77ccaaa;82ef68e85733092c4eeba71b9e1b3112	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336353/W0600_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336353/W0600_seedling_clean_2.fastq.gz	405e479a2b2efe7a181257f3c84ad95d;cfa42b3a3df9b4f3fce34700c360f647
ERR13336355	PRJEB73710	ERP158450	SAMEA115396749	ERS18417330	Wild rice W0630	W0630 HiFi whole-genome sequencing	ERX12707321	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/055/ERR13336355/ERR13336355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/055/ERR13336355/ERR13336355_2.fastq.gz	0422996b2ea606ad87364342c8b7b5c1;85091b84b7aadf6ecf664429ea7ccb1e	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336355/W0630_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336355/W0630_seedling_clean_2.fastq.gz	7eb2adcdcae16d4748c1eabaa98752dc;a70c7eb4ac429829710caabe56474a51
ERR13336358	PRJEB73710	ERP158450	SAMEA115396752	ERS18417333	Wild rice W0639	W0639 HiFi whole-genome sequencing	ERX12707324	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/058/ERR13336358/ERR13336358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/058/ERR13336358/ERR13336358_2.fastq.gz	f42297940089f818cc723c65eb9f862f;8fba14fb660a55a6527263017ab1743b	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336358/W0639_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336358/W0639_seedling_clean_2.fastq.gz	c6116025499e2a2616af4a914ad64593;f7dc164fd2df70d69fcf64f3bd306d63
ERR13336361	PRJEB73710	ERP158450	SAMEA115396755	ERS18417336	Wild rice W1093	W1093 HiFi whole-genome sequencing	ERX12707327	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/061/ERR13336361/ERR13336361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/061/ERR13336361/ERR13336361_2.fastq.gz	c3bb897e965659668ec0197a204fa5f9;e24259b6ae0d6b17fe98bd6325ff33eb	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336361/W1093_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336361/W1093_seedling_clean_2.fastq.gz	6386fa63051b901307757a6ecaf2e2d3;8abb93bbd1b20ecb2d9429107ccbdade
ERR13336362	PRJEB73710	ERP158450	SAMEA115396756	ERS18417337	Wild rice W1107	W1107 HiFi whole-genome sequencing	ERX12707328	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336362/ERR13336362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336362/ERR13336362_2.fastq.gz	6ad6ce68ceeb6292f758bb2b34e6e917;1b837fffbdde9930a50421de394a88c7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336362/W1107_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336362/W1107_seedling_clean_2.fastq.gz	759ecdf8dbaf21a238174c043d7287b5;1294181595cf4ff2a0114833c78d7001
ERR13336363	PRJEB73710	ERP158450	SAMEA115396757	ERS18417338	Wild rice W1117	W1117 HiFi whole-genome sequencing	ERX12707329	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336363/ERR13336363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336363/ERR13336363_2.fastq.gz	9f5b9b4ea82420347a287608150229b1;d6822e6b4ab4147aadfe560599694cfe	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336363/W1117_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336363/W1117_seedling_clean_2.fastq.gz	614ba7db8ba6881356d6bad7ef1d8e52;de8b239f8b8117bfadfd89c8b4dbcafa
ERR13336369	PRJEB73710	ERP158450	SAMEA115396763	ERS18417344	Wild rice W1536	W1536 HiFi whole-genome sequencing	ERX12707335	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336369/ERR13336369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336369/ERR13336369_2.fastq.gz	9c8f7215d4373958eb9e94e8c6eb9f70;ee2dd5798efa21b67730cfd7e76f6ec2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336369/W1536_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336369/W1536_seedling_clean_2.fastq.gz	14059979562ab7c7e2e80839efc278a6;1cfdb6d7c5e97cd5928e96bb6aed03a3
ERR13336376	PRJEB73710	ERP158450	SAMEA115396770	ERS18417351	Wild rice W1559	W1559 HiFi whole-genome sequencing	ERX12707342	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/076/ERR13336376/ERR13336376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/076/ERR13336376/ERR13336376_2.fastq.gz	5b598a8606176b1aa227681a1942f969;157e000793640f1442bca5e45d0b7d99	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336376/W1559_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336376/W1559_seedling_clean_2.fastq.gz	3d14e2e79cc36a6fbbf3ba0618b026c5;37714e50bb8b180149c8643dc6c941dd
ERR13336378	PRJEB73710	ERP158450	SAMEA115396772	ERS18417353	Wild rice W1666	W1666 HiFi whole-genome sequencing	ERX12707344	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/078/ERR13336378/ERR13336378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/078/ERR13336378/ERR13336378_2.fastq.gz	e41220ee868fe549601a9be244153c9d;ffc817a914d9653f238fd0fe0d7fb577	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336378/W1666_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336378/W1666_seedling_clean_2.fastq.gz	379908dfc09c34b634b5eb9690f813b1;fbb021233d0d5c34d9d44cfdf08c5c76
ERR13336381	PRJEB73710	ERP158450	SAMEA115396777	ERS18417358	Wild rice W1719	W1719 HiFi whole-genome sequencing	ERX12707347	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/081/ERR13336381/ERR13336381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/081/ERR13336381/ERR13336381_2.fastq.gz	2b425e1daf6e320239bb5e6e52d04f01;de376e8c908042ef2c355d9e72989236	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336381/W1719_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336381/W1719_seedling_clean_2.fastq.gz	0a5f01ef58e07f356d49fc868eb8bda3;33c2cd190a507027ed8a3fa299b3c6f4
ERR13336382	PRJEB73710	ERP158450	SAMEA115396778	ERS18417359	Wild rice W1723	W1723 ONT whole-genome sequencing	ERX12707348	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/082/ERR13336382/ERR13336382.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/082/ERR13336382/ERR13336382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/082/ERR13336382/ERR13336382_2.fastq.gz	94bc45d814b30e928ec958bdab640f29;cb2685d13e39fe0831eeae8c7279b063;6e83ddc27ebb7c418586e5fea38da42b	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336382/W1723_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336382/W1723_seedling_clean_2.fastq.gz	9923e697d3e1b59ec4b8c70869eb8709;2a98016489458d7a5d4918258ed6f547
