annotation_code	accession	assembly_code	annotation_name	annotation_version	is_default	species_code	source_database	source_name	external_project	file_name	file_type	description
ANN_W1552_PRJEB73710	W1552	ASM_W1552_PRJEB73710	W1552 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1552.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1553_PRJEB73710	W1553	ASM_W1553_PRJEB73710	W1553 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1553.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1556_PRJEB73710	W1556	ASM_W1556_PRJEB73710	W1556 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1556.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1557_PRJEB73710	W1557	ASM_W1557_PRJEB73710	W1557 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1557.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1559_PRJEB73710	W1559	ASM_W1559_PRJEB73710	W1559 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1559.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1619_PRJEB73710	W1619	ASM_W1619_PRJEB73710	W1619 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1619.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1666_PRJEB73710	W1666	ASM_W1666_PRJEB73710	W1666 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1666.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1668_PRJEB73710	W1668	ASM_W1668_PRJEB73710	W1668 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1668.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1677_PRJEB73710	W1677	ASM_W1677_PRJEB73710	W1677 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1677.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1679_PRJEB73710	W1679	ASM_W1679_PRJEB73710	W1679 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1679.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1718_PRJEB73710	W1718	ASM_W1718_PRJEB73710	W1718 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1718.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1719_PRJEB73710	W1719	ASM_W1719_PRJEB73710	W1719 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1719.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1723_PRJEB73710	W1723	ASM_W1723_PRJEB73710	W1723 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1723.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1725_PRJEB73710	W1725	ASM_W1725_PRJEB73710	W1725 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1725.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1726_PRJEB73710	W1726	ASM_W1726_PRJEB73710	W1726 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1726.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1731_PRJEB73710	W1731	ASM_W1731_PRJEB73710	W1731 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1731.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1732_PRJEB73710	W1732	ASM_W1732_PRJEB73710	W1732 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1732.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1735_PRJEB73710	W1735	ASM_W1735_PRJEB73710	W1735 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1735.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1736_PRJEB73710	W1736	ASM_W1736_PRJEB73710	W1736 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1736.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1737_PRJEB73710	W1737	ASM_W1737_PRJEB73710	W1737 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1737.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1742_PRJEB73710	W1742	ASM_W1742_PRJEB73710	W1742 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1742.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1748_PRJEB73710	W1748	ASM_W1748_PRJEB73710	W1748 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1748.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1750_PRJEB73710	W1750	ASM_W1750_PRJEB73710	W1750 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1750.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1777_PRJEB73710	W1777	ASM_W1777_PRJEB73710	W1777 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1777.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1783_PRJEB73710	W1783	ASM_W1783_PRJEB73710	W1783 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1783.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1787_PRJEB73710	W1787	ASM_W1787_PRJEB73710	W1787 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1787.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1809_PRJEB73710	W1809	ASM_W1809_PRJEB73710	W1809 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1809.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1810_PRJEB73710	W1810	ASM_W1810_PRJEB73710	W1810 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1810.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1825_PRJEB73710	W1825	ASM_W1825_PRJEB73710	W1825 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1825.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1839_PRJEB73710	W1839	ASM_W1839_PRJEB73710	W1839 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1839.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1859_PRJEB73710	W1859	ASM_W1859_PRJEB73710	W1859 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1859.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1865_PRJEB73710	W1865	ASM_W1865_PRJEB73710	W1865 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1865.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1880_PRJEB73710	W1880	ASM_W1880_PRJEB73710	W1880 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1880.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1890_PRJEB73710	W1890	ASM_W1890_PRJEB73710	W1890 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1890.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1895_PRJEB73710	W1895	ASM_W1895_PRJEB73710	W1895 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1895.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1919_PRJEB73710	W1919	ASM_W1919_PRJEB73710	W1919 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1919.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1943_PRJEB73710	W1943	ASM_W1943_PRJEB73710	W1943 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1943.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1970_PRJEB73710	W1970	ASM_W1970_PRJEB73710	W1970 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1970.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W1976_PRJEB73710	W1976	ASM_W1976_PRJEB73710	W1976 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W1976.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2005_PRJEB73710	W2005	ASM_W2005_PRJEB73710	W2005 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2005.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2014	W2014	ASM_W2014	W2014 annotation		true	ORYZA_SATIVA				annotation.W2014.gff	GFF	
ANN_W2022_PRJEB73710	W2022	ASM_W2022_PRJEB73710	W2022 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2022.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2036_PRJEB73710	W2036	ASM_W2036_PRJEB73710	W2036 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2036.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2051_PRJEB73710	W2051	ASM_W2051_PRJEB73710	W2051 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2051.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2053_PRJEB73710	W2053	ASM_W2053_PRJEB73710	W2053 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2053.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2064_PRJEB73710	W2064	ASM_W2064_PRJEB73710	W2064 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2064.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2066_PRJEB73710	W2066	ASM_W2066_PRJEB73710	W2066 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2066.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2099_PRJEB73710	W2099	ASM_W2099_PRJEB73710	W2099 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2099.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2108_PRJEB73710	W2108	ASM_W2108_PRJEB73710	W2108 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2108.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2197_PRJEB73710	W2197	ASM_W2197_PRJEB73710	W2197 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2197.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2267_PRJEB73710	W2267	ASM_W2267_PRJEB73710	W2267 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2267.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2275_PRJEB73710	W2275	ASM_W2275_PRJEB73710	W2275 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2275.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2283_PRJEB73710	W2283	ASM_W2283_PRJEB73710	W2283 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2283.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2305_PRJEB73710	W2305	ASM_W2305_PRJEB73710	W2305 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2305.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2308_PRJEB73710	W2308	ASM_W2308_PRJEB73710	W2308 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2308.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2310_PRJEB73710	W2310	ASM_W2310_PRJEB73710	W2310 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2310.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2311_PRJEB73710	W2311	ASM_W2311_PRJEB73710	W2311 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2311.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2318_PRJEB73710	W2318	ASM_W2318_PRJEB73710	W2318 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2318.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2319_PRJEB73710	W2319	ASM_W2319_PRJEB73710	W2319 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2319.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2320_PRJEB73710	W2320	ASM_W2320_PRJEB73710	W2320 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2320.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2321_PRJEB73710	W2321	ASM_W2321_PRJEB73710	W2321 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2321.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W2332_PRJEB73710	W2332	ASM_W2332_PRJEB73710	W2332 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W2332.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3000_PRJEB73710	W3000	ASM_W3000_PRJEB73710	W3000 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3000.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3007_PRJEB73710	W3007	ASM_W3007_PRJEB73710	W3007 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3007.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3009_PRJEB73710	W3009	ASM_W3009_PRJEB73710	W3009 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3009.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3012_PRJEB73710	W3012	ASM_W3012_PRJEB73710	W3012 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3012.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3029_PRJEB73710	W3029	ASM_W3029_PRJEB73710	W3029 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3029.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3033_PRJEB73710	W3033	ASM_W3033_PRJEB73710	W3033 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3033.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3035_PRJEB73710	W3035	ASM_W3035_PRJEB73710	W3035 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3035.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3037_PRJEB73710	W3037	ASM_W3037_PRJEB73710	W3037 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3037.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3038_PRJEB73710	W3038	ASM_W3038_PRJEB73710	W3038 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3038.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3040_PRJEB73710	W3040	ASM_W3040_PRJEB73710	W3040 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3040.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3046_PRJEB73710	W3046	ASM_W3046_PRJEB73710	W3046 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3046.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3047_PRJEB73710	W3047	ASM_W3047_PRJEB73710	W3047 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3047.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3051_PRJEB73710	W3051	ASM_W3051_PRJEB73710	W3051 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3051.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3052_PRJEB73710	W3052	ASM_W3052_PRJEB73710	W3052 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3052.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3054_PRJEB73710	W3054	ASM_W3054_PRJEB73710	W3054 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3054.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3055_PRJEB73710	W3055	ASM_W3055_PRJEB73710	W3055 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3055.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3063_PRJEB73710	W3063	ASM_W3063_PRJEB73710	W3063 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3063.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3066_PRJEB73710	W3066	ASM_W3066_PRJEB73710	W3066 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3066.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3071_PRJEB73710	W3071	ASM_W3071_PRJEB73710	W3071 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3071.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3074_PRJEB73710	W3074	ASM_W3074_PRJEB73710	W3074 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3074.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3082_PRJEB73710	W3082	ASM_W3082_PRJEB73710	W3082 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3082.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3086_PRJEB73710	W3086	ASM_W3086_PRJEB73710	W3086 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3086.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3088_PRJEB73710	W3088	ASM_W3088_PRJEB73710	W3088 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3088.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3090_PRJEB73710	W3090	ASM_W3090_PRJEB73710	W3090 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3090.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3092_PRJEB73710	W3092	ASM_W3092_PRJEB73710	W3092 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3092.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_W3096_PRJEB73710	W3096	ASM_W3096_PRJEB73710	W3096 genome annotation		true	ORYZA_RUFIPOGON	Figshare	Figshare	PRJEB73710	annotation.W3096.gff	GFF	Genome annotation associated with rice pangenome assembly
ANN_Wanlixian	Wanlixian	ASM_Wanlixian	Wanlixian annotation		true	ORYZA_SATIVA				annotation.Wanlixian.gff	GFF	
ANN_Wanshi	Wanshi	ASM_Wanshi	Wanshi annotation		true	ORYZA_SATIVA				annotation.Wanshi.gff	GFF	
ANN_Weiguo	Weiguo	ASM_Weiguo	Weiguo annotation		true	ORYZA_SATIVA				annotation.Weiguo.gff	GFF	
ANN_Wenxiangnuo	Wenxiangnuo	ASM_Wenxiangnuo	Wenxiangnuo annotation		true	ORYZA_SATIVA				annotation.Wenxiangnuo.gff	GFF	
ANN_WSSM	WSSM	ASM_WSSM	WSSM annotation		true	ORYZA_SATIVA				annotation.WSSM.gff	GFF	
ANN_Wuziluosi 215	Wuziluosi 215	ASM_Wuziluosi 215	Wuziluosi 215 annotation		true	ORYZA_SATIVA				annotation.Wuziluosi 215.gff	GFF	
ANN_WYJ3	WYJ3	ASM_WYJ3	WYJ3 annotation		true	ORYZA_SATIVA				annotation.WYJ3.gff	GFF	
ANN_WYJ7	WYJ7	ASM_WYJ7	WYJ7 annotation		true	ORYZA_SATIVA				annotation.WYJ7.gff	GFF	
ANN_Xiangai B	Xiangai B	ASM_Xiangai B	Xiangai B annotation		true	ORYZA_SATIVA				annotation.Xiangai B.gff	GFF	
ANN_Xiangaizao 10hao	Xiangaizao 10hao	ASM_Xiangaizao 10hao	Xiangaizao 10hao annotation		true	ORYZA_SATIVA				annotation.Xiangaizao 10hao.gff	GFF	
ANN_Xiangdao	Xiangdao	ASM_Xiangdao	Xiangdao annotation		true	ORYZA_SATIVA				annotation.Xiangdao.gff	GFF	
ANN_Xianggu	Xianggu	ASM_Xianggu	Xianggu annotation		true	ORYZA_SATIVA				annotation.Xianggu.gff	GFF	
ANN_Xiangwanxian 3	Xiangwanxian 3	ASM_Xiangwanxian 3	Xiangwanxian 3 annotation		true	ORYZA_SATIVA				annotation.Xiangwanxian 3.gff	GFF	
ANN_Xiangzaoxian 7	Xiangzaoxian 7	ASM_Xiangzaoxian 7	Xiangzaoxian 7 annotation		true	ORYZA_SATIVA				annotation.Xiangzaoxian 7.gff	GFF	
ANN_Xianluosichi	Xianluosichi	ASM_Xianluosichi	Xianluosichi annotation		true	ORYZA_SATIVA				annotation.Xianluosichi.gff	GFF	
ANN_Xiaobaimi	Xiaobaimi	ASM_Xiaobaimi	Xiaobaimi annotation		true	ORYZA_SATIVA				annotation.Xiaobaimi.gff	GFF	
ANN_Xiaohonggu	Xiaohonggu	ASM_Xiaohonggu	Xiaohonggu annotation		true	ORYZA_SATIVA				annotation.Xiaohonggu.gff	GFF	
ANN_Xishi 15	Xishi 15	ASM_Xishi 15	Xishi 15 annotation		true	ORYZA_SATIVA				annotation.Xishi 15.gff	GFF	
ANN_XL628S	XL628S	ASM_XL628S	XL628S annotation		true	ORYZA_SATIVA				annotation.XL628S.gff	GFF	
ANN_XS134	XS134	ASM_XS134	XS134 annotation		true	ORYZA_SATIVA				annotation.XS134.gff	GFF	
ANN_Xuanenchangtanqingzhan	Xuanenchangtanqingzhan	ASM_Xuanenchangtanqingzhan	Xuanenchangtanqingzhan annotation		true	ORYZA_SATIVA				annotation.Xuanenchangtanqingzhan.gff	GFF	
ANN_Xugunuo	Xugunuo	ASM_Xugunuo	Xugunuo annotation		true	ORYZA_SATIVA				annotation.Xugunuo.gff	GFF	
ANN_XYXZ	XYXZ	ASM_XYXZ	XYXZ annotation		true	ORYZA_SATIVA				annotation.XYXZ.gff	GFF	
ANN_Y3551	Y3551	ASM_Y3551	Y3551 annotation		true	ORYZA_SATIVA				annotation.Y3551.gff	GFF	
ANN_Y4B	Y4B	ASM_Y4B	Y4B annotation		true	ORYZA_SATIVA				annotation.Y4B.gff	GFF	
ANN_Y58S	Y58S	ASM_Y58S	Y58S annotation		true	ORYZA_SATIVA				annotation.Y58S.gff	GFF	
ANN_Yangkenuo	Yangkenuo	ASM_Yangkenuo	Yangkenuo annotation		true	ORYZA_SATIVA				annotation.Yangkenuo.gff	GFF	
ANN_Yanshuichi	Yanshuichi	ASM_Yanshuichi	Yanshuichi annotation		true	ORYZA_SATIVA				annotation.Yanshuichi.gff	GFF	
ANN_YCW03	YCW03	ASM_YCW03	YCW03 annotation		true	ORYZA_SATIVA				annotation.YCW03.gff	GFF	
ANN_Yelicanghua	Yelicanghua	ASM_Yelicanghua	Yelicanghua annotation		true	ORYZA_SATIVA				annotation.Yelicanghua.gff	GFF	
ANN_Yikong	Yikong	ASM_Yikong	Yikong annotation		true	ORYZA_SATIVA				annotation.Yikong.gff	GFF	
ANN_YJSM	YJSM	ASM_YJSM	YJSM annotation		true	ORYZA_SATIVA				annotation.YJSM.gff	GFF	
ANN_Younian	Younian	ASM_Younian	Younian annotation		true	ORYZA_SATIVA				annotation.Younian.gff	GFF	
ANN_YR196	YR196	ASM_YR196	YR196 annotation		true	ORYZA_SATIVA				annotation.YR196.gff	GFF	
ANN_Yuyannuo	Yuyannuo	ASM_Yuyannuo	Yuyannuo annotation		true	ORYZA_SATIVA				annotation.Yuyannuo.gff	GFF	
ANN_YX1	YX1	ASM_YX1	YX1 annotation		true	ORYZA_SATIVA				annotation.YX1.gff	GFF	
ANN_YZ-2	YZ-2	ASM_YZ-2	YZ-2 annotation		true	ORYZA_SATIVA				annotation.YZ-2.gff	GFF	
ANN_YZX	YZX	ASM_YZX	YZX annotation		true	ORYZA_SATIVA				annotation.YZX.gff	GFF	
ANN_Z9311S	Z9311S	ASM_Z9311S	Z9311S annotation		true	ORYZA_SATIVA				annotation.Z9311S.gff	GFF	
ANN_Zaoshengbai	Zaoshengbai	ASM_Zaoshengbai	Zaoshengbai annotation		true	ORYZA_SATIVA				annotation.Zaoshengbai.gff	GFF	
ANN_Zaoshunonghu 6	Zaoshunonghu 6	ASM_Zaoshunonghu 6	Zaoshunonghu 6 annotation		true	ORYZA_SATIVA				annotation.Zaoshunonghu 6.gff	GFF	
ANN_Zaoshuxiangheimi	Zaoshuxiangheimi	ASM_Zaoshuxiangheimi	Zaoshuxiangheimi annotation		true	ORYZA_SATIVA				annotation.Zaoshuxiangheimi.gff	GFF	
ANN_Zaoxian 240	Zaoxian 240	ASM_Zaoxian 240	Zaoxian 240 annotation		true	ORYZA_SATIVA				annotation.Zaoxian 240.gff	GFF	
ANN_ZCD	ZCD	ASM_ZCD	ZCD annotation		true	ORYZA_SATIVA				annotation.ZCD.gff	GFF	
ANN_ZH11	ZH11	ASM_ZH11	ZH11 annotation		true	ORYZA_SATIVA				annotation.ZH11.gff	GFF	
ANN_Zhendao 232	Zhendao 232	ASM_Zhendao 232	Zhendao 232 annotation		true	ORYZA_SATIVA				annotation.Zhendao 232.gff	GFF	
ANN_Zhenfu 8	Zhenfu 8	ASM_Zhenfu 8	Zhenfu 8 annotation		true	ORYZA_SATIVA				annotation.Zhenfu 8.gff	GFF	
ANN_Zhengdao 5	Zhengdao 5	ASM_Zhengdao 5	Zhengdao 5 annotation		true	ORYZA_SATIVA				annotation.Zhengdao 5.gff	GFF	
ANN_Zhuyuan	Zhuyuan	ASM_Zhuyuan	Zhuyuan annotation		true	ORYZA_SATIVA				annotation.Zhuyuan.gff	GFF	
ANN_Zhuzhen B	Zhuzhen B	ASM_Zhuzhen B	Zhuzhen B annotation		true	ORYZA_SATIVA				annotation.Zhuzhen B.gff	GFF	
ANN_Zimangfeie	Zimangfeie	ASM_Zimangfeie	Zimangfeie annotation		true	ORYZA_SATIVA				annotation.Zimangfeie.gff	GFF	
ANN_Zinuo	Zinuo	ASM_Zinuo	Zinuo annotation		true	ORYZA_SATIVA				annotation.Zinuo.gff	GFF	
